BA,Local date,Time zone,Generation only?,Demand forecast,Demand,Net generation,Total interchange,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: GEO,NG: WAT,NG: PS,NG: SUN,NG: SNB,NG: WND,NG: WNB,NG: BAT,NG: OES,NG: UES,NG: OTH,NG: UNK,AZPS,BANC,BPAT,CEN,CFE,IID,LDWP,NEVP,PACW,SRP,TIDC,WALC,Subregion PGAE,Subregion SDGE,Subregion SCE,Subregion VEA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
CISO,22Aug2025,Pacific,N,"823,061","844,530","782,968","-57,567",0,"465,997","54,340","1,104",,"84,971",,"153,285",,"28,927",,,,,"-5,650",,"-12,451","-2,107","-4,949","9,322",,"-1,630","-14,088","-17,144",0,"-17,772",658,"2,594","336,914","70,537","434,278","2,800",,0.89,2.02,0,"187,875","1,014","1,343","190,233","24,201","3,641","210,793","820,087","877,654",0.51,0.53
CISO,23Aug2025,Pacific,N,"760,383","776,473","708,561","-56,495",0,"425,396","54,372","1,103",,"75,307",,"120,459",,"37,842",,,,,"-5,913",,"-15,623","3,872",-245,"10,665",,"-2,823","-17,698","-20,078",0,"-18,313",754,"2,994","315,638","69,671","388,325","2,838",,0.89,2.03,0,"171,718","1,014","1,206","173,938","27,271","5,162","196,047","743,413","799,908",0.52,0.54
CISO,24Aug2025,Pacific,N,"724,700","755,261","692,608","-48,771",0,"388,471","54,353","1,104",,"69,357",,"148,653",,"39,162",,,,,"-8,491",,"-16,332","7,971","6,312","6,712",,"-4,639","-7,477","-20,105",0,"-22,473",542,718,"298,362","66,450","387,543","2,907",,0.89,2.03,0,"156,899","1,014","1,322","159,235","27,094","5,970","180,359","736,957","785,728",0.48,0.51
CISO,25Aug2025,Pacific,N,"756,879","801,119","710,870","-81,764",0,"431,675","54,391","1,104",,"65,620",,"121,877",,"41,129",,,,,"-4,930",,"-22,967","4,413","7,478","7,515",,"-2,605","-12,851","-29,130",0,"-33,187",569,-999,"326,305","67,856","404,220","2,739",,0.89,2.03,0,"174,371","1,015","1,204","176,590","37,185","5,822","207,952","749,081","830,845",0.52,0.55
CISO,26Aug2025,Pacific,N,"736,530","780,199","690,806","-75,889",0,"395,366","54,351","1,103",,"64,216",,"152,359",,"32,354",,,,,"-8,939",,"-22,940","1,215","2,236","4,520",,"-3,327","-4,892","-24,782",0,"-26,928",568,"-1,559","323,715","67,141","386,673","2,673",,0.89,2.03,0,"159,702","1,014","1,273","161,989","30,664","3,654","189,000","730,961","806,850",0.49,0.52
CISO,27Aug2025,Pacific,N,"720,721","779,348","667,191","-91,447",0,"347,397","54,293","1,101",,"67,886",,"166,752",,"38,851",,,,,"-9,093",,"-19,543","3,188",944,"6,075",,"-2,147","-24,962","-23,822",0,"-29,757",650,"-2,073","320,849","69,349","386,514","2,636",,0.89,2.03,0,"140,579","1,012","1,356","142,947","33,528","3,086","173,389","704,910","796,357",0.45,0.48
CISO,28Aug2025,Pacific,N,"707,416","750,146","620,549","-105,033",0,"356,699","54,327","1,104",,"56,277",,"112,271",,"41,415",,,,,"-1,549",,"-16,895",198,"-4,936","4,218",,"-2,187","-25,106","-26,874",0,"-30,487",704,"-3,668","312,696","71,160","363,800","2,489",,0.89,2.03,0,"144,031","1,014","1,117","146,162","37,511","1,853","181,820","651,237","756,270",0.49,0.53
CISO,29Aug2025,Pacific,N,"726,983","764,400","664,641","-85,426",0,"333,260","54,421","1,104",,"62,965",,"181,922",,"38,576",,,,,"-7,605",,"-15,957","1,294","-6,811","5,024",,"-3,784","-19,956","-22,087",0,"-21,949",606,"-1,806","309,974","70,120","381,781","2,526",,0.89,2.03,0,"134,532","1,015","1,415","136,962","29,921","2,249","164,634","706,197","791,623",0.43,0.46
CISO,30Aug2025,Pacific,N,"693,852","742,807","619,612","-109,656",0,"293,344","54,420","1,104",,"58,037",,"181,885",,"35,203",,,,,"-4,383",,"-18,560","-3,819","-14,698","5,217",,"-3,369","-26,217","-22,398",1,"-25,047",437,"-1,203","308,682","64,337","367,169","2,619",,0.89,2.03,0,"118,501","1,015","1,391","120,906","33,667","1,613","152,960","659,844","769,500",0.40,0.44
CISO,31Aug2025,Pacific,N,"701,882","747,714","614,932","-117,203",0,"299,669","54,213","1,103",,"55,860",,"176,339",,"33,022",,,,,"-5,272",,"-19,152",-699,"-14,040","7,126",,"-2,567","-31,032","-27,474",1,"-27,048",491,"-2,809","310,250","63,365","371,385","2,718",,0.89,2.03,0,"121,055","1,014","1,355","123,423","37,067","2,068","158,422","656,700","773,903",0.41,0.45
CISO,01Sep2025,Pacific,N,"729,809","777,400","647,763","-112,803",0,"335,204","54,166","1,104",,"64,118",,"174,508",,"25,410",,,,,"-6,750",,"-17,530","-6,989","-18,698","10,535",,"-2,580","-23,847","-28,064",1,"-25,566",469,-534,"327,555","67,276","379,767","2,800",,0.89,2.03,0,"135,499","1,015","1,339","137,853","36,821","2,783","171,890","688,180","800,983",0.44,0.47
CISO,02Sep2025,Pacific,N,"788,760","826,580","717,516","-90,429",0,"459,323","54,091","1,104",,"63,234",,"106,701",,"35,367",,,,,"-2,307",,"-16,173","-5,597","-6,248","5,993",,"-2,973","-5,313","-31,693",1,"-27,872",605,"-1,159","341,017","75,350","408,048","2,165",,0.89,2.03,0,"185,622","1,015","1,106","187,743","35,085","3,491","219,337","751,000","841,429",0.55,0.57
CISO,03Sep2025,Pacific,N,"776,998","830,379","761,958","-61,315",0,"456,626","54,247","1,103",,"62,922",,"170,254",,"23,116",,,,,"-6,310",,"-20,186","1,313","9,408","5,484",,"-4,714",-238,"-28,172",1,"-25,142",516,415,"324,867","76,425","426,427","2,660",,0.89,2.03,0,"184,779","1,014","1,322","187,116","29,830","6,329","210,616","805,195","866,510",0.51,0.54
CISO,04Sep2025,Pacific,N,"750,999","802,661","699,442","-90,864",0,"382,609","54,327","1,101",,"63,105",,"159,872",,"50,081",,,,,"-11,653",,"-22,633","-4,957","-1,887","7,871",,"-3,428","-9,078","-27,352",-5,"-30,934",623,916,"313,987","72,781","413,078","2,813",,0.89,2.03,0,"155,040","1,012","1,371","157,423","34,954","3,521","188,856","744,064","834,928",0.47,0.50
CISO,05Sep2025,Pacific,N,"723,085","752,888","675,789","-65,995",0,"345,687","54,352","1,102",,"58,582",,"168,616",,"46,553",,,,,895,,"-24,525","1,218","10,727","5,964",,"-4,493","-2,172","-24,006",-6,"-28,643",576,-635,"299,153","65,755","385,262","2,718",,0.89,2.03,0,"140,279","1,013","1,402","142,694","30,267","4,921","168,040","715,235","781,230",0.44,0.47
CISO,06Sep2025,Pacific,N,"644,946","699,066","626,335","-57,585",0,"302,998","54,348","1,100",,"63,089",,"174,107",,"37,872",,,,,"-7,177",,"-16,727",807,"2,694","5,347",,"-3,925","3,578","-26,813",-6,"-23,413",520,353,"277,035","61,719","357,728","2,584",,0.89,2.03,0,"122,564","1,011","1,391","124,967","27,255","5,151","147,070","669,655","727,240",0.41,0.45
CISO,07Sep2025,Pacific,N,"636,967","689,731","579,837","-97,626",0,"263,724","54,346","1,102",,"54,265",,"172,161",,"36,710",,,,,"-2,470",,"-20,601","-4,122","-5,678","4,756",,"-3,914","-11,439","-29,165",-6,"-27,358",193,-292,"264,429","64,776","357,985","2,542",,0.89,2.03,0,"106,852","1,016","1,365","109,233","33,267","2,329","140,172","623,449","721,075",0.39,0.43
CISO,08Sep2025,Pacific,N,"688,105","738,370","640,502","-90,712",0,"292,325","54,318","1,102",,"61,719",,"178,294",,"57,624",,,,,"-4,879",,"-21,267","1,297","-3,289","6,431",,"-4,397","-10,809","-30,303",-6,"-26,493",226,"-2,102","295,127","66,386","374,363","2,492",,0.90,2.03,0,"118,733","1,015","1,489","121,238","32,999","3,227","151,010","684,788","775,500",0.39,0.43
CISO,09Sep2025,Pacific,N,"659,905","712,404","636,648","-71,904",0,"276,398","54,330","1,101",,"65,450",,"176,715",,"71,433",,,,,"-8,779",,"-20,362","4,775","2,101","5,736",,"-5,984","-3,970","-28,740",-6,"-23,815",186,"-1,825","299,927","60,097","349,930","2,447",,0.89,2.03,0,"111,983","1,014","1,533","114,531","29,906","4,227","140,210","680,403","752,307",0.37,0.41
CISO,10Sep2025,Pacific,N,"637,465","697,161","609,685","-87,672",0,"245,977","54,327","1,103",,"64,316",,"174,210",,"75,509",,,,,"-5,756",,"-23,460","3,043",208,"3,268",,"-7,640","-11,282","-25,346",-4,"-24,707",281,"-2,033","292,985","60,274","341,655","2,250",,0.89,2.03,0,"99,520","1,014","1,547","102,081","31,612","3,069","130,624","653,582","741,254",0.34,0.39
CISO,11Sep2025,Pacific,N,"627,233","676,872","560,919","-112,857",0,"215,238","54,309","1,104",,"54,918",,"169,516",,"69,821",,,,,"-3,992",,"-21,895","-4,008","-8,580","2,942",,"-8,619","-23,132","-25,378",-5,"-23,269",216,"-1,129","283,564","59,087","331,940","2,281",,0.89,2.03,0,"87,097","1,017","1,467","89,581","33,346","1,277","121,651","601,669","714,526",0.33,0.38
CISO,12Sep2025,Pacific,N,"639,637","675,088","571,397","-97,304",0,"205,125","54,344","1,104",,"62,440",,"171,666",,"80,996",,,,,"-4,278",,"-23,936","2,184","-2,388","2,267",,"-8,429","-15,608","-25,621",-6,"-24,863",314,"-1,218","286,815","56,958","329,114","2,202",,0.89,2.03,0,"82,967","1,016","1,549","85,532","31,748","1,931","115,350","613,191","710,495",0.31,0.36
CISO,13Sep2025,Pacific,N,"588,404","636,136","537,500","-87,150",0,"196,263","54,366","1,104",,"59,226",,"171,815",,"62,054",,,,,"-7,320",,"-24,125","5,245","3,172","2,948",,"-8,582","-16,549","-22,991",-6,"-25,397",317,"-1,182","267,750","54,600","311,566","2,221",,0.89,2.03,0,"79,312","1,017","1,461","81,789","30,815","2,199","110,406","581,219","668,369",0.31,0.36
CISO,14Sep2025,Pacific,N,"589,821","624,617","500,664","-113,704",0,"188,949","54,363","1,102",,"54,164",,"157,806",,"50,622",,,,,"-6,340",,"-22,132",-222,"-9,795","2,363",,"-8,323","-25,688","-25,217",-6,"-24,212",222,-694,"260,153","54,177","307,987","2,298",,0.89,2.03,0,"76,465","1,014","1,345","78,824","32,724","1,500","110,049","543,474","657,178",0.32,0.37
CISO,15Sep2025,Pacific,N,"692,209","725,824","586,923","-124,861",0,"291,545","54,325","1,100",,"57,950",,"165,380",,"20,719",,,,,"-4,088",,"-21,704","-3,175","-15,036",396,,"-7,288","-24,133","-25,036",0,"-27,991",172,"-1,066","302,518","63,228","357,890","2,190",,0.89,2.03,0,"117,723","1,011","1,276","120,010","34,741",755,"153,996","627,890","752,751",0.42,0.45
CISO,16Sep2025,Pacific,N,"749,499","781,251","653,488","-118,435",0,"357,481","54,211",863,,"57,604",,"168,172",,"17,419",,,,,"-2,264",,"-22,266","-1,642","-15,092","1,720",,"-7,159","-17,746","-29,517",0,"-27,800",414,653,"321,258","70,958","386,596","2,445",,0.89,2.03,0,"144,275",,"1,266","146,347","36,371","1,233","181,485","691,127","809,562",0.47,0.49
CISO,17Sep2025,Pacific,N,"756,626","791,345","638,282","-140,193",0,"367,098","54,297","1,104",,"65,025",,"130,614",,"35,362",,,,,"-15,215",,"-23,618","-2,754","-17,315","3,556",,"-4,499","-28,461","-32,937",0,"-34,704",534,5,"326,311","72,064","390,636","2,330",,0.89,2.03,0,"148,054","1,017","1,176","150,246","44,996","1,359","193,883","677,086","817,279",0.49,0.52
CISO,18Sep2025,Pacific,N,"738,831","742,547","558,401","-164,682",0,"341,886","54,295","1,104",,"67,259",,"57,940",,"31,743",,,,,"4,177",,"-22,917","-12,528","-27,757","2,523",,"-4,951","-29,598","-34,043",0,"-32,387",423,"-3,447","314,099","69,376","357,363","1,714",,0.89,2.03,0,"137,897","1,015",879,"139,791","51,759",848,"190,702","573,908","738,590",0.54,0.57
CISO,19Sep2025,Pacific,N,"700,883","718,099","560,910","-144,647",0,"303,577","54,269","1,100",,"65,655",,"126,425",,"12,470",,,,,"-2,588",,"-23,749","-8,268","-11,996","1,633",,"-4,621","-37,205","-27,669",0,"-28,746",356,"-4,382","292,603","67,094","356,197","2,206",,0.89,2.03,0,"122,645","1,011","1,081","124,737","45,341",593,"169,485","588,800","733,447",0.47,0.51
CISO,20Sep2025,Pacific,N,"623,493","677,512","522,499","-148,837",0,"222,712","54,239","1,104",,"54,642",,"167,668",,"27,979",,,,,"-5,847",,"-26,046","-11,042","-19,564","2,935",,"-4,469","-31,576","-26,847",0,"-29,048",147,"-3,327","281,556","60,405","333,229","2,328",,0.89,2.03,0,"90,047","1,016","1,285","92,349","43,242",621,"134,970","561,580","710,417",0.36,0.42
CISO,21Sep2025,Pacific,N,"606,157","643,395","459,489","-160,689",0,"209,171","54,273","1,098",,"51,649",,"113,548",,"42,301",,,,,"-12,547",,"-22,399","-11,164","-25,636","1,073",,"-3,074","-31,292","-29,125",0,"-35,327",110,"-3,855","276,224","62,063","302,882","2,226",,0.89,2.03,0,"84,550","1,009","1,094","86,652","44,907",245,"131,314","497,687","658,376",0.38,0.44
CISO,22Sep2025,Pacific,N,"698,372","720,114","574,508","-131,561",0,"287,546","54,263","1,100",,"62,386",,"140,540",,"28,966",,,,,-291,,"-25,197",-648,"-13,086","1,286",,"-5,146","-23,490","-29,997",-5,"-32,957",344,"-2,665","307,884","62,392","347,536","2,301",,0.89,2.02,0,"116,166","1,010","1,230","118,406","40,531",923,"158,014","611,789","743,350",0.43,0.47
CISO,23Sep2025,Pacific,N,"734,256","770,659","635,491","-132,298",0,"345,814","54,167","1,098",,"63,700",,"152,787",,"19,518",,,,,"-1,597",,"-27,048","-3,472","-11,925","1,881",,"-6,029","-22,122","-33,177",-3,"-29,752",340,-991,"333,609","65,207","369,458","2,387",,0.89,2.02,0,"139,726","1,008","1,243","141,976","41,312",774,"182,515","673,478","805,776",0.46,0.50
CISO,24Sep2025,Pacific,N,"712,930","755,101","624,866","-124,109",0,"341,599","54,138","1,103",,"60,656",,"133,906",,"35,061",,,,,"-1,596",,"-26,684","-6,323","-5,439","3,006",,"-4,755","-21,275","-34,228",-4,"-30,392",474,"1,511","315,976","65,964","370,739","2,424",,0.89,2.02,0,"138,047","1,012","1,205","140,264","41,643","1,211","180,696","659,210","783,319",0.47,0.51
CISO,25Sep2025,Pacific,N,"666,087","700,273","573,694","-118,219",0,"246,962","54,162","1,091",,"48,767",,"158,157",,"75,849",,,,,"-11,294",,"-20,962","-6,715","-17,492","3,666",,"-4,730","-22,775","-25,536",-6,"-23,304",349,-714,"302,065","60,441","335,294","2,472",,0.89,2.02,0,"99,773","1,001","1,400","102,175","36,237",797,"137,615","616,004","734,223",0.37,0.41
CISO,26Sep2025,Pacific,N,"642,770","677,155","532,750","-132,992",0,"218,228","54,252","1,101",,"46,625",,"150,011",,"71,594",,,,,"-9,056",,"-27,702","-2,774","-8,895",743,,"-7,186","-25,160","-30,393",-2,"-29,310",323,"-2,636","293,895","61,337","319,852","2,077",,0.89,2.02,0,"88,356","1,010","1,355","90,722","40,566",401,"130,886","575,412","708,404",0.35,0.41
CISO,27Sep2025,Pacific,N,"574,488","628,629","484,865","-120,957",0,"231,671","54,179","1,095",,"44,015",,"124,249",,"33,061",,,,,"-3,404",,"-25,197",368,930,118,,"-7,747","-22,294","-29,652",-5,"-35,335",498,"-2,641","275,659","55,348","295,474","2,145",,0.89,2.02,0,"93,809","1,005","1,105","95,919","38,483",989,"133,413","523,084","644,041",0.40,0.46
CISO,28Sep2025,Pacific,N,"549,935","608,891","482,415","-113,033",0,"220,310","54,096","1,101",,"39,277",,"147,613",,"25,580",,,,,"-5,564",,"-26,903","-2,924","1,948",271,,"-8,758","-20,799","-25,112",-6,"-27,631",202,"-3,321","270,568","53,959","282,208","2,155",,0.89,2.02,0,"89,231","1,010","1,154","91,396","37,249","1,297","127,347","524,681","637,714",0.38,0.44
CISO,29Sep2025,Pacific,N,"619,105","665,351","520,059","-128,249",0,"252,602","53,980","1,091",,"50,893",,"145,031",,"19,987",,,,,"-3,520",,"-25,296",577,"-15,684",628,,"-7,390","-24,187","-28,520",-5,"-27,730",438,"-1,080","287,686","58,175","317,254","2,237",,0.89,2.02,0,"102,158","1,000","1,157","104,316","38,230",929,"141,617","557,774","686,023",0.41,0.46
CISO,30Sep2025,Pacific,N,"606,754","663,518","553,688","-104,728",0,"236,947","53,870","1,104",,"43,567",,"154,568",,"66,390",,,,,"-2,760",,"-26,365","1,112","-12,936","1,056",,"-7,565","-5,590","-28,476",-6,"-26,212",419,-165,"287,202","57,106","316,972","2,236",,0.89,2.02,0,"95,937","1,013","1,359","98,309","34,340","2,040","130,609","595,100","699,828",0.36,0.41
CISO,01Oct2025,Pacific,N,"606,208","667,305","544,460","-118,233",0,"239,028","53,866","1,102",,"49,231",,"156,295",,"46,627",,,,,"-1,686",,"-27,677",828,"-11,511","3,064",,"-9,396","-12,280","-33,420",-7,"-27,551",507,-790,"289,875","55,554","319,719","2,160",,0.89,2.02,0,"96,781","1,011","1,319","99,111","37,650","1,650","135,111","586,636","704,869",0.37,0.42
CISO,02Oct2025,Pacific,N,"605,642","660,681","535,207","-114,474",0,"241,557","53,852","1,104",,"60,051",,"142,252",,"42,140",,,,,"-5,750",,"-28,067","9,944","-12,442","3,017",,"-8,659","-12,783","-36,188",-6,"-28,892",334,-732,"283,655","55,633","319,214","2,179",,0.89,2.02,0,"97,660","1,014","1,257","99,931","40,344","3,429","136,845","572,933","687,407",0.38,0.44
CISO,03Oct2025,Pacific,N,"575,988","639,025","539,001","-98,546",0,"217,648","53,933","1,104",,"46,236",,"146,349",,"89,407",,,,,"-15,675",,"-27,388","11,917","-9,959","3,020",,"-9,337","-5,506","-34,766",-6,"-25,746",385,"-1,160","269,309","55,974","311,720","2,022",,0.89,2.02,0,"88,095","1,014","1,389","90,498","35,509","4,244","121,763","583,828","682,374",0.34,0.39
CISO,04Oct2025,Pacific,N,"512,191","563,744","461,041","-98,158",0,"178,625","53,500","1,102",,"39,712",,"134,915",,"56,491",,,,,"-3,299",,"-26,264","7,145","-6,516","1,617",,"-10,175","-3,324","-34,677",-4,"-25,093",245,"-1,112","237,466","48,404","276,111","1,766",,0.90,2.03,0,"72,523","1,014","1,214","74,750","34,671","3,910","105,511","498,588","596,746",0.33,0.39
CISO,05Oct2025,Pacific,N,"509,631","563,405","455,779","-102,843",0,"206,533","27,438",571,,"47,328",,"153,937",,"18,295",,,,,"1,678",,"-25,912","3,926","-4,481",389,,"-12,009","-7,934","-34,871",-3,"-23,182",20,"1,214","237,795","48,253","275,377","1,979",,0.90,2.02,0,"83,912",,"1,110","85,569","34,066","2,764","116,871","498,731","601,574",0.38,0.43
CISO,06Oct2025,Pacific,N,"578,263","625,090","524,820","-95,968",0,"272,064","27,165",-41,,"49,108",,"159,071",,"22,955",,,,,"-5,500",,"-22,858","9,569","-6,852","2,199",,"-10,701","-12,972","-32,136",-7,"-22,746",186,350,"266,424","55,437","301,189","2,044",,0.89,2.02,0,"110,035",,"1,127","111,161","33,496","3,655","141,002","568,131","664,099",0.43,0.47
CISO,07Oct2025,Pacific,N,"607,635","636,216","527,795","-107,401",0,"279,419","27,168",-26,,"54,392",,"153,734",,"19,839",,,,,"-6,729",,"-21,356","7,014","-9,338","1,726",,"-8,950","-20,193","-32,254",-6,"-21,906",288,"-2,426","273,239","55,493","305,439","2,047",,0.89,2.02,0,"112,891",,"1,115","114,006","35,735","2,429","147,312","572,327","679,728",0.44,0.48
CISO,08Oct2025,Pacific,N,"582,746","632,316","526,000","-98,171",0,"268,197","27,165",-16,,"52,367",,"151,211",,"35,731",,,,,"-8,658",,"-19,046","10,645","-12,923","3,522",,"-8,736","-16,875","-33,204",-6,"-20,396",439,"-1,591","270,175","55,984","304,049","2,114",,0.89,2.02,0,"108,293",,"1,159","109,452","33,367","3,754","139,065","572,684","670,855",0.42,0.46
CISO,09Oct2025,Pacific,N,"587,224","621,317","494,142","-116,265",0,"281,447","27,132",0,,"55,153",,"112,034",,"19,401",,,,,"-1,023",,"-17,812","6,415","-20,631","3,613",,"-6,295","-16,942","-35,797",-7,"-25,249",98,"-3,658","263,258","56,256","300,082","1,716",,0.89,,0,"113,624",0,935,"114,558","38,428","2,812","150,175","527,064","643,329",0.48,0.51
CISO,10Oct2025,Pacific,N,"603,335","625,776","470,197","-136,527",0,"270,926","27,160",0,,"58,632",,"93,541",,"29,242",,,,,"-9,299",,"-18,476","7,396","-32,336","1,915",,"-4,287","-26,737","-30,720",-8,"-30,009",256,"-3,521","252,027","60,285","311,556","1,907",,0.89,,0,"109,206",0,868,"110,074","42,189","2,291","149,971","499,027","635,554",0.49,0.52
CISO,11Oct2025,Pacific,N,"520,826","575,127","461,984","-116,836",0,"178,286","27,302",-24,,"42,931",,"134,316",,"84,888",,,,,"-5,721",,"-19,221","1,179","-23,795","3,181",,"-7,377","-17,998","-29,399",-8,"-20,430",-14,"-2,954","235,526","54,313","283,240","2,052",,0.89,2.02,0,"72,143",,"1,236","73,379","33,585","1,408","105,555","503,035","619,871",0.32,0.38
CISO,12Oct2025,Pacific,N,"479,501","546,485","419,212","-124,670",0,"168,370","27,326",-72,,"39,188",,"139,488",,"47,461",,,,,"-2,545",,"-17,949",-693,"-19,705","1,720",,"-9,379","-24,375","-33,069",-8,"-18,535",-39,"-2,638","230,031","50,134","264,452","1,872",,0.89,2.02,0,"67,959",,"1,126","69,085","33,111",595,"101,601","464,330","589,000",0.33,0.38
CISO,13Oct2025,Pacific,N,"557,951","592,575","491,319","-94,910",0,"246,279","27,332",713,,"49,590",,"110,018",,"62,478",,,,,"-5,093",,"-16,778","7,403","-11,402","1,725",,"-9,520","-11,245","-34,691",-8,"-15,846",119,"-4,667","254,046","56,091","280,528","1,916",,0.89,2.02,0,"99,411",,"1,045","101,131","30,304","2,033","129,402","521,584","616,494",0.43,0.46
CISO,14Oct2025,Pacific,N,"581,443","594,361","488,398","-104,891",0,"285,073","27,285","1,095",,"50,029",,"87,632",,"44,147",,,,,"-6,865",,"-25,623","6,410","-12,024","1,214",,"-9,526","-4,699","-33,421",-8,"-21,178",49,"-6,085","254,285","57,090","281,500","1,490",,0.89,2.02,0,"115,163","1,006",886,"117,055","34,148","2,527","148,675","518,977","623,868",0.50,0.53
CISO,15Oct2025,Pacific,N,"544,130","578,784","508,643","-73,454",0,"265,813","27,286","1,104",,"35,403",,"133,479",,"52,147",,,,,"-6,585",,"-29,052","7,758","2,163",506,,"-10,382","9,165","-28,483",-7,"-21,152",143,"-4,113","251,588","52,726","272,523","1,943",,0.89,2.03,0,"107,512","1,015","1,084","109,612","28,409","5,398","132,622","551,802","625,256",0.44,0.47
CISO,16Oct2025,Pacific,N,"524,287","578,865","460,460","-117,892",0,"247,730","27,293","1,093",,"31,998",,"141,821",,"20,951",,,,,"-10,435",,"-30,591","6,679","-8,695","1,615",,"-11,024","-12,559","-33,985",-4,"-25,038",135,"-4,425","248,862","49,693","278,375","1,937",,0.89,2.03,0,"100,518","1,007",984,"102,508","36,570","3,028","136,050","507,294","625,186",0.45,0.48
CISO,17Oct2025,Pacific,N,"522,090","579,259","431,095","-140,912",0,"216,440","27,261","1,104",,"34,927",,"135,966",,"15,705",,,,,-305,,"-29,291","5,649","-22,329",592,,"-10,546","-21,809","-33,338",-6,"-25,922",141,"-4,053","244,476","50,942","281,962","1,877",,0.89,2.03,0,"87,570","1,015",978,"89,563","38,825","1,471","126,917","474,616","615,528",0.42,0.45
CISO,18Oct2025,Pacific,N,"489,279","560,110","433,318","-123,265",0,"227,567","27,256","1,098",,"27,521",,"132,612",,"17,667",,,,,-402,,"-33,093","1,526","-12,789","1,748",,"-10,214","-8,140","-32,514",-7,"-25,749",-137,"-3,896","236,536","49,267","272,472","1,834",,0.89,2.03,0,"92,148","1,010",959,"94,118","37,397","1,645","129,870","480,753","604,018",0.43,0.47
CISO,19Oct2025,Pacific,N,"485,982","552,709","397,804","-147,531",0,"207,398","27,234","1,093",,"28,698",,"119,233",,"32,500",,,,,"-18,355",,"-32,213","1,524","-33,294",36,,"-9,394","-7,180","-35,479",-7,"-27,759",-88,"-3,677","235,319","48,693","266,802","1,894",,0.89,2.03,0,"84,163","1,006",900,"86,069","38,644",610,"124,103","445,056","592,587",0.43,0.46
CISO,20Oct2025,Pacific,N,"550,478","603,234","471,522","-132,543",0,"240,254","27,238","1,097",,"30,408",,"134,849",,"35,901",,,,,"1,781",,"-34,080","4,828","-23,951",767,,"-9,475","-6,039","-33,601",-7,"-27,530",335,"-3,790","256,049","51,275","293,953","1,957",,0.90,2.03,0,"97,670","1,009","1,034","99,713","37,585","1,385","135,913","512,987","645,530",0.43,0.46
CISO,21Oct2025,Pacific,N,"571,869","607,704","476,344","-122,450",0,"283,988","27,180","1,103",,"34,279",,"116,742",,"12,267",,,,,789,,"-25,441","1,815","-10,436",258,,"-8,013","-13,373","-36,382",-6,"-28,172",458,"-3,158","257,323","52,473","295,956","1,955",,0.89,2.03,0,"114,887","1,015",868,"116,770","38,844","1,251","154,363","513,209","635,659",0.50,0.54
CISO,22Oct2025,Pacific,N,"562,600","609,173","505,485","-100,249",0,"255,730","27,144","1,098",,"38,974",,"116,906",,"77,706",,,,,"-12,073",,"-24,052","6,269","-13,929",824,,"-9,025","-4,453","-31,652",-6,"-21,991",406,"-2,640","263,541","52,304","291,357","1,975",,0.89,2.03,0,"103,502","1,009","1,112","105,623","34,330","2,032","137,921","548,959","649,208",0.42,0.47
CISO,23Oct2025,Pacific,N,"539,467","595,963","480,913","-109,426",0,"227,271","27,216","1,104",,"35,732",,"136,074",,"58,930",,,,,"-5,409",,"-29,322","5,077","-14,085","1,600",,"-8,943","-6,622","-30,824",-7,"-24,251",121,"-2,170","255,001","52,425","286,569","1,968",,0.89,2.02,0,"91,981","1,014","1,126","94,121","36,030","2,093","128,058","524,257","633,683",0.40,0.45
CISO,24Oct2025,Pacific,N,"543,966","593,721","485,400","-97,658",0,"248,006","27,293","1,104",,"44,521",,"139,561",,"32,198",,,,,"-7,275",,"-22,864","6,937","-15,340",925,,"-8,789","-2,917","-30,687",-4,"-22,551",102,"-2,470","249,942","52,419","289,440","1,920",,0.89,2.03,0,"100,427","1,015","1,056","102,498","32,248","2,857","131,890","526,692","624,350",0.43,0.47
CISO,25Oct2025,Pacific,N,"512,727","566,801","462,477","-97,415",0,"212,787","27,299","1,104",,"43,358",,"126,895",,"55,588",,,,,"-4,549",,"-21,988","8,069","-20,369","1,871",,"-9,644","-4,168","-27,903",-5,"-20,329",224,"-3,173","244,709","50,177","270,032","1,882",,0.89,2.03,0,"85,990","1,016","1,093","88,099","29,916","2,437","115,577","501,032","598,447",0.39,0.43
CISO,26Oct2025,Pacific,N,"493,158","543,401","442,469","-104,825",0,"177,210","27,298","1,102",,"40,661",,"117,308",,"89,556",,,,,"-10,663",,"-27,952","6,476","-18,326",942,,"-9,063","-2,108","-28,015",-6,"-24,162",-40,"-2,571","236,847","48,275","256,363","1,914",,0.89,2.03,0,"71,609","1,014","1,166","73,790","30,910","2,539","102,161","484,793","589,618",0.34,0.38
CISO,27Oct2025,Pacific,N,"541,152","593,285","483,127","-109,292",0,"230,036","27,314","1,100",,"41,656",,"125,218",,"59,967",,,,,"-2,150",,"-30,331","10,289","-19,896","2,987",,"-9,535","-5,357","-30,329",-3,"-24,377",122,"-2,862","253,173","52,558","285,599","1,958",,0.89,2.03,0,"93,081","1,011","1,128","95,219","34,804","2,885","127,138","527,414","636,706",0.40,0.44
